title:,id,image,name,description,back,category,legacy_id
use:,id,attribute,name,description,back,category,attribute
description:,"note, legacy format",without extension,,missing…,i.e. type,,not sure what it is
export:,Y,Y,Y,Y,Y,Y,Y
default:,defaults:,,,,,,
card:,back:Challenge,,Challenge,,,,
card:,c__blank,c__blank,(Blank challenge),>>> Blank Challenge,Challenge,Blank,493dc474-c9ae-4f51-95ac-8fb5648333fe
card:,c_accidents,c_accidents,Accidents,>>> Locations Challenge,Challenge,Locations,5c9290fa-7c68-49af-8152-436fe2f964d4
card:,c_battery_life,c_battery_life,Battery Life,>>> Technology Challenge,Challenge,Technology,9cace6a4-1c26-47e9-b0d2-ef31e89f099e
card:,c_bland_locations,c_bland_locations,Bland Locations,>>> Locations Challenge,Challenge,Locations,2b2344ca-079e-4ee1-9d57-1a5787ae7ef9
card:,c_confusing_interface,c_confusing_interface,Confusing Interface,>>> Technology Challenge,Challenge,Technology,8a08f106-bf93-48bf-abf7-c52b5a7b1688
card:,c_critical_mass,c_critical_mass,Critical Mass,>>> Players Challenge,Challenge,Players,da0d9f35-1e35-4fd3-b9cd-8b49deffb389
card:,c_disruption,c_disruption,Disruption,>>> Locations Challenge,Challenge,Locations,9db50489-03ea-4e6a-8767-f0766f75ecf2
card:,c_dynamic_places,c_dynamic_places,Dynamic Places,>>> Locations Challenge,Challenge,Locations,a8ea7481-0a12-4afe-8b8a-5fab22647361
card:,c_feature_creep,c_feature_creep,Feature Creep,>>> Gameplay Challenge,Challenge,Gameplay,831ae85e-5d2a-4b99-9bd6-ae6e0483c81d
card:,c_getting_lost,c_getting_lost,Getting Lost,>>> Locations Challenge,Challenge,Locations,e0f8fc64-ca2e-4c0c-b0d9-071adf848c13
card:,c_gimmicky_tech,c_gimmicky_tech,Gimmicky Tech,>>> Technology Challenge,Challenge,Technology,3c2d1c5f-e5e6-4909-9f23-261d23e4b64d
card:,c_inaccurate_sensors,c_inaccurate_sensors,Inaccurate Sensors,>>> sensors Challenge,Challenge,sensors,b8b3ced7-21cb-411a-9028-dc6208e29fce
card:,c_long_distances,c_long_distances,Long Distances,>>> Locations Challenge,Challenge,Locations,134e60b4-ae78-4e76-967a-bc20945812a9
card:,c_noise,c_noise,Noise,>>> Audio Challenge,Challenge,Audio,f239b3c4-6e07-40a3-b41a-20728c902f7b
card:,c_overcrowding,c_overcrowding,Overcrowding,>>> Locations Challenge,Challenge,Locations,4283f164-b09b-4b94-b181-db67f414ba25
card:,c_phone_zombies,c_phone_zombies,Phone Zombies,>>> Technology Challenge,Challenge,Technology,aa49c48d-558c-48b9-adb6-3ff429a4b68b
card:,c_rain_and_snow,c_rain_and_snow,Rain and Snow,>>> Physical Challenge,Challenge,Physical,c901694e-11f7-4415-b1e2-cc6b2dd337e8
card:,c_real_world_rules,c_real_world_rules,Real World Rules,>>> Players Challenge,Challenge,Players,d2e134fd-a8b1-4c0b-bb3a-51a14cb36a2c
card:,c_relocation,c_relocation,Relocation,>>> Locations Challenge,Challenge,Locations,97278cfc-a1b8-4dc1-9ade-245b0fdc7635
card:,c_sunshine,c_sunshine,Sunshine,>>> Physical Challenge,Challenge,Physical,f4942cad-b2d4-4364-8f85-93b69d94b57f
card:,c_testing,c_testing,Testing,>>> Management Challenge,Challenge,Management,84ee5e2a-4d95-4d4f-8555-fd142c4ffa81
card:,c_unclear_instructions,c_unclear_instructions,Unclear Instructions,>>> Players Challenge,Challenge,Players,44af4b90-b1d5-44bb-a306-2899e3f6c90b
card:,c_unengaging_ar,c_unengaging_ar,Unengaging AR,>>> Technology Challenge,Challenge,Technology,23432277-210b-449c-a43f-5bf393e334bb
card:,c_unintended_race,c_unintended_race,Unintended Race,>>> Gameplay Challenge,Challenge,Gameplay,5708f9c4-920a-4b86-af56-ade723e5f796
card:,c_unstable_connectivity,c_unstable_connectivity,Unstable Connectivity,>>> Technology Challenge,Challenge,Technology,efe2fdc9-25d6-45fa-b84e-ac4974ff7c4c
card:,back:Opportunity,,Opportunity,,,,
card:,o__blank,o__blank,(Blank opportunity),>>> Blank Opportunity,Opportunity,Blank,8d19d7df-cc04-4206-b523-690661b08ece
card:,o_actors,o_actors,Actors,>>> Physical Opportunity,Opportunity,Physical,7bc7dead-97d2-40b6-a930-9ea3b7356542
card:,o_alternate_reality,o_alternate_reality,Alternate Reality,>>> Players Opportunity,Opportunity,Players,17cde341-b26a-47d2-82fe-c534caa50c71
card:,o_area_control,o_area_control,Area Control,>>> Gameplay Opportunity,Opportunity,Gameplay,6d6e6908-60e8-4d07-b75d-bb797640df53
card:,o_augmented_reality,o_augmented_reality,Augmented Reality,>>> Technology Opportunity,Opportunity,Technology,08cc546b-58bc-446e-96eb-1fc7462a8aa3
card:,o_collaboration,o_collaboration,Collaboration,>>> Players Opportunity,Opportunity,Players,cfdf91d9-0021-4afb-abfa-50e2bb176b34
card:,o_collecting,o_collecting,Collecting,>>> Gameplay Opportunity,Opportunity,Gameplay,1ed18044-b07c-42e9-9923-d1bb70f3d32e
card:,o_compelling_audio,o_compelling_audio,Compelling Audio,>>> Audio Opportunity,Opportunity,Audio,ea48f289-8172-4812-a2a4-835bd47025d4
card:,o_costumes,o_costumes,Costumes,>>> Players Opportunity,Opportunity,Players,1df18881-c661-4c58-9814-3cdbd9b22b8e
card:,o_creativity,o_creativity,Creativity,>>> Gameplay Opportunity,Opportunity,Gameplay,94a3bb04-924a-48e8-bb1d-2e1b6c7e4821
card:,o_different_roles,o_different_roles,Different Roles,>>> Players Opportunity,Opportunity,Players,2f6316dc-3fb0-463c-99d8-ba7bbe4d1332
card:,o_episodic_content,o_episodic_content,Episodic Content,>>> Time Opportunity,Opportunity,Time,c14e588e-b381-4678-abf8-d12f6cf5e6f8
card:,o_exergaming,o_exergaming,Exergaming,>>> Gameplay Opportunity,Opportunity,Gameplay,e14e7cee-246b-462a-96cb-a764bcd8cdb0
card:,o_exploration,o_exploration,Exploration,>>> Gameplay Opportunity,Opportunity,Gameplay,da892012-3656-4526-8282-01315448fd6f
card:,o_fitting_locations,o_fitting_locations,Fitting Locations,>>> Locations Opportunity,Opportunity,Locations,2863b371-f4aa-46b5-adc5-6480f072cda8
card:,o_generated_locations,o_generated_locations,Generated Locations,>>> Technology Opportunity,Opportunity,Technology,189979b9-450b-4ebb-8f88-7587623ae78f
card:,o_global_gamestate,o_global_gamestate,Global Gamestate,>>> Technology Opportunity,Opportunity,Technology,6c64401a-48ec-49c5-be64-d2c1342e4224
card:,o_headquarter,o_headquarter,Headquarter,>>> Locations Opportunity,Opportunity,Locations,3c68f862-72cd-45f4-b3ff-a3aeb3807563
card:,o_low_tech,o_low_tech,Low Tech,>>> Physical Opportunity,Opportunity,Physical,6f513b58-562c-4e16-b78f-d9cbec17e1fb
card:,o_manual_interaction,o_manual_interaction,Manual Interaction,>>> sensors Opportunity,Opportunity,sensors,181f188f-aa43-41ec-aa3e-b14286329f42
card:,o_mini_games,o_mini_games,Mini Games,>>> Gameplay Opportunity,Opportunity,Gameplay,e0361012-93af-4832-9c87-65dd463441a0
card:,o_mobile_soundtrack,o_mobile_soundtrack,Mobile Soundtrack,>>> Audio Opportunity,Opportunity,Audio,e704c4f3-6eb5-49da-9fb0-aeb58482f9f2
